geslacht_src,lft_src,etngrp_src,oplniv_src,com_src,geslacht_dst,lft_dst,etngrp_dst,oplniv_dst,com_dst,n
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Overig,1,0,12600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Overig,2,0,32900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Overig,3,0,14300
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Autochtoon,1,0,1500
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Autochtoon,2,0,3500
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Autochtoon,3,0,3000
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Autochtoon,1,0,9700
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Autochtoon,2,0,2000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Autochtoon,1,0,3200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Autochtoon,2,0,15100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Autochtoon,3,0,18100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Autochtoon,1,0,11200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Autochtoon,2,0,3500
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Autochtoon,1,0,2600
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Autochtoon,2,0,12500
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Autochtoon,3,0,9700
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Overig,1,0,17200
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Overig,2,0,5300
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Overig,3,0,11900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Autochtoon,1,0,1900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Autochtoon,2,0,3100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Autochtoon,3,0,5100
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Marokkaans,1,0,2400
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Marokkaans,2,0,4500
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Marokkaans,3,0,400
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Autochtoon,1,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Autochtoon,2,0,4800
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Autochtoon,3,0,4900
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Turks,1,0,1000
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Turks,2,0,1800
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Turks,3,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Overig,1,0,1100
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Overig,2,0,600
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Overig,3,0,500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Overig,1,0,6900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Overig,2,0,5900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Overig,3,0,9500
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Marokkaans,1,0,21200
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Marokkaans,2,0,1100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Overig,1,0,3900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Overig,2,0,4700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Overig,3,0,1900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Overig,1,0,6200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Overig,2,0,5300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Overig,3,0,2800
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Surinaams,1,0,9200
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Surinaams,2,0,1300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Overig,1,0,28500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Overig,2,0,4100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Autochtoon,1,0,1700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Autochtoon,2,0,3600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Autochtoon,3,0,13500
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Overig,1,0,20000
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Overig,2,0,2500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Marokkaans,1,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Marokkaans,2,0,900
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Overig,1,0,11700
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Overig,2,0,20100
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Overig,3,0,3100
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Surinaams,1,0,3700
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Surinaams,2,0,7900
Vrouw,"[20,30)",Overig,1,0,Man,"[20,30)",Surinaams,3,0,700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Marokkaans,1,0,18900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Marokkaans,2,0,3000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Surinaams,1,0,1400
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Surinaams,2,0,2700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Surinaams,3,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Surinaams,1,0,1800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Surinaams,2,0,3200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Surinaams,3,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Marokkaans,1,0,2500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Marokkaans,2,0,600
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Marokkaans,3,0,200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Turks,1,0,400
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Turks,2,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Turks,3,0,300
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Marokkaans,1,0,1200
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Marokkaans,1,0,1000
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Marokkaans,2,0,1300
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Marokkaans,3,0,600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Overig,1,0,900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Overig,2,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Overig,3,0,500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Surinaams,1,0,4300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Surinaams,2,0,10000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Surinaams,3,0,1200
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Overig,1,0,4100
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Overig,2,0,5800
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Overig,3,0,1700
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Surinaams,1,0,400
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Surinaams,2,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Autochtoon,1,0,1200
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Autochtoon,2,0,3400
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Autochtoon,3,0,11400
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Turks,1,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Turks,2,0,300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Autochtoon,1,0,800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Autochtoon,2,0,800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Autochtoon,3,0,1500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Autochtoon,1,0,2200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Autochtoon,2,0,3700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Autochtoon,3,0,3200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Turks,1,0,2200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Turks,2,0,4000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Turks,3,0,600
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Overig,1,0,4300
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Overig,2,0,3700
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Overig,3,0,3500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Marokkaans,1,0,3200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Marokkaans,2,0,7900
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[20,30)",Marokkaans,3,0,1200
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Marokkaans,1,0,900
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Marokkaans,2,0,700
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Marokkaans,3,0,100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Marokkaans,1,0,1500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Marokkaans,2,0,1700
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Marokkaans,3,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Autochtoon,1,0,800
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Autochtoon,2,0,1500
Vrouw,"[20,30)",Overig,1,0,Man,"[60,70)",Autochtoon,3,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Turks,1,0,800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Turks,2,0,600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[40,50)",Turks,3,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Turks,1,0,5500
Vrouw,"[20,30)",Overig,1,0,Man,"[0,20)",Turks,2,0,300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Surinaams,1,0,1100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Surinaams,2,0,4800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Surinaams,3,0,1400
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Turks,1,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Turks,2,0,400
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Turks,3,0,1100
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Turks,1,0,9800
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Turks,2,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Surinaams,1,0,16300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[0,20)",Surinaams,2,0,2800
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Surinaams,1,0,900
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Surinaams,2,0,5300
Vrouw,"[20,30)",Overig,1,0,Man,"[50,60)",Surinaams,3,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Surinaams,1,0,2000
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Surinaams,2,0,2600
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Surinaams,3,0,600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[50,60)",Turks,1,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Surinaams,1,0,1000
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Surinaams,2,0,1500
Vrouw,"[20,30)",Overig,1,0,Man,"[40,50)",Surinaams,3,0,400
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Marokkaans,1,0,1600
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Marokkaans,2,0,2300
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[30,40)",Marokkaans,3,0,1000
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Surinaams,1,0,500
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Surinaams,2,0,1200
Vrouw,"[20,30)",Overig,1,0,Vrouw,"[60,70)",Surinaams,3,0,200
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Turks,1,0,500
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Turks,2,0,2700
Vrouw,"[20,30)",Overig,1,0,Man,"[30,40)",Turks,3,0,300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Overig,1,0,31400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Overig,2,0,629200
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Overig,3,0,194900
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Autochtoon,1,0,13500
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Autochtoon,2,0,22600
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Autochtoon,3,0,25900
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Autochtoon,1,0,56400
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Autochtoon,2,0,82900
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Autochtoon,3,0,800
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Autochtoon,1,0,30900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Autochtoon,2,0,821100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Autochtoon,3,0,267100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Autochtoon,1,0,75900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Autochtoon,2,0,154300
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Autochtoon,1,0,25300
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Autochtoon,2,0,502900
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Autochtoon,3,0,106400
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Overig,1,0,94700
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Overig,2,0,44800
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Overig,3,0,55000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Autochtoon,1,0,7100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Autochtoon,2,0,33000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Autochtoon,3,0,48300
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Marokkaans,1,0,21900
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Marokkaans,2,0,49400
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Marokkaans,3,0,3500
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Autochtoon,1,0,35200
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Autochtoon,2,0,43600
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Autochtoon,3,0,67300
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Turks,1,0,17800
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Turks,2,0,28800
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Turks,3,0,4600
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Overig,1,0,4700
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Overig,2,0,5000
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Overig,3,0,5900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Overig,1,0,29600
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Overig,2,0,52200
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Overig,3,0,77500
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Marokkaans,1,0,28700
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Marokkaans,2,0,11800
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Overig,1,0,12400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Overig,2,0,25900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Overig,3,0,11900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Overig,1,0,28500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Overig,2,0,43700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Overig,3,0,25000
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Surinaams,1,0,14200
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Surinaams,2,0,11300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Overig,1,0,57000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Overig,2,0,152900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Autochtoon,1,0,4900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Autochtoon,2,0,57500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Autochtoon,3,0,134100
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Overig,1,0,46600
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Overig,2,0,81900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Marokkaans,1,0,1900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Marokkaans,2,0,3500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Marokkaans,3,0,200
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[70,80)",Overig,3,0,100
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Overig,1,0,17200
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Overig,2,0,421400
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Overig,3,0,90500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[70,80)",Autochtoon,3,0,900
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Surinaams,1,0,25900
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Surinaams,2,0,67400
Vrouw,"[20,30)",Overig,2,0,Man,"[20,30)",Surinaams,3,0,4800
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Marokkaans,1,0,26400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Marokkaans,2,0,25700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Surinaams,1,0,6400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Surinaams,2,0,21400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Surinaams,3,0,6400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Surinaams,1,0,11100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Surinaams,2,0,26000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Surinaams,3,0,6600
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Marokkaans,1,0,9800
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Marokkaans,2,0,3600
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Marokkaans,3,0,1500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Turks,1,0,1800
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Turks,2,0,6600
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Turks,3,0,3200
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Marokkaans,1,0,900
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Marokkaans,2,0,700
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Marokkaans,3,0,100
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Marokkaans,1,0,3100
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Marokkaans,2,0,9900
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Marokkaans,3,0,3900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Overig,1,0,3400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Overig,2,0,6100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Overig,3,0,4400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Surinaams,1,0,17000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Surinaams,2,0,105700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Surinaams,3,0,26400
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Overig,1,0,16500
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Overig,2,0,20400
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Overig,3,0,13500
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Surinaams,1,0,1800
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Surinaams,2,0,1700
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Surinaams,3,0,900
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Autochtoon,1,0,41000
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Autochtoon,2,0,71000
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Autochtoon,3,0,91900
Vrouw,"[20,30)",Overig,2,0,Man,"[70,80)",Autochtoon,1,0,500
Vrouw,"[20,30)",Overig,2,0,Man,"[70,80)",Autochtoon,2,0,400
Vrouw,"[20,30)",Overig,2,0,Man,"[70,80)",Autochtoon,3,0,1700
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Turks,1,0,1800
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Turks,2,0,500
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Turks,3,0,1400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Autochtoon,1,0,5700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Autochtoon,2,0,9900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Autochtoon,3,0,15600
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Autochtoon,1,0,18300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Autochtoon,2,0,41200
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Autochtoon,3,0,38000
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Turks,1,0,3100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Turks,2,0,66900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Turks,3,0,4700
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Overig,1,0,43600
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Overig,2,0,13000
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Overig,3,0,20400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Marokkaans,1,0,6200
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Marokkaans,2,0,92700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[20,30)",Marokkaans,3,0,9000
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Marokkaans,1,0,3000
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Marokkaans,2,0,2200
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Marokkaans,3,0,700
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Marokkaans,1,0,3300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Marokkaans,2,0,6900
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Marokkaans,3,0,2300
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Autochtoon,1,0,4600
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Autochtoon,2,0,9500
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Autochtoon,3,0,17100
Vrouw,"[20,30)",Overig,2,0,Man,"[60,70)",Turks,1,0,300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Turks,1,0,2500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Turks,2,0,3300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[40,50)",Turks,3,0,1500
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Turks,1,0,37400
Vrouw,"[20,30)",Overig,2,0,Man,"[0,20)",Turks,2,0,7400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Surinaams,1,0,3600
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Surinaams,2,0,34800
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[30,40)",Surinaams,3,0,11300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[60,70)",Marokkaans,1,0,100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[70,80)",Surinaams,1,0,200
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Turks,1,0,16800
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Turks,2,0,1800
Vrouw,"[20,30)",Overig,2,0,Man,"[40,50)",Turks,3,0,2500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Turks,1,0,24400
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Turks,2,0,12500
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Surinaams,1,0,21100
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[0,20)",Surinaams,2,0,21000
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Surinaams,1,0,4700
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Surinaams,2,0,8400
Vrouw,"[20,30)",Overig,2,0,Man,"[50,60)",Surinaams,3,0,3000
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Surinaams,1,0,8700
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Surinaams,2,0,30000
Vrouw,"[20,30)",Overig,2,0,Man,"[30,40)",Surinaams,3,0,4300
Vrouw,"[20,30)",Overig,2,0,Vrouw,"[50,60)",Turks,1,0,1600
